Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL JPY,Return %,Commission JPY,Favorable excursion JPY,Favorable excursion %,Adverse excursion JPY,Adverse excursion %,Cumulative PnL JPY,Cumulative PnL %,Duration (bars)
921,Exit long,2026-05-25 17:04,TSL,4575.6,1,4571.35,676.5,0.09,0,835.67,0.11,-60.49,-0.01,24482.34,2.45,10
921,Entry long,2026-05-25 16:54,M1 scalp up,4571.35,1,4571.35,676.5,0.09,0,835.67,0.11,-60.49,-0.01,24482.34,2.45,10
922,Exit long,2026-05-25 17:33,SL,4570.18,1,4574.17,-635.11,-0.09,0,68.45,0.01,-635.11,-0.09,23847.23,2.38,18
922,Entry long,2026-05-25 17:15,M1 scalp up,4574.17,1,4574.17,-635.11,-0.09,0,68.45,0.01,-635.11,-0.09,23847.23,2.38,18
923,Exit long,2026-05-25 18:06,TSL,4568.16,1,4563.94,671.72,0.09,0,830.9,0.11,-4.78,0.00,24518.95,2.45,14
923,Entry long,2026-05-25 17:52,M1 scalp up,4563.94,1,4563.94,671.72,0.09,0,830.9,0.11,-4.78,0.00,24518.95,2.45,14
924,Exit short,2026-05-26 16:33,SL,4510.17,1,4505.2,-789.62,-0.11,0,433.74,0.06,-789.62,-0.11,23729.32,2.37,13
924,Entry short,2026-05-26 16:20,M1 scalp down,4505.2,1,4505.2,-789.62,-0.11,0,433.74,0.06,-789.62,-0.11,23729.32,2.37,13
925,Exit short,2026-05-26 16:43,TSL,4507.4,1,4509.84,387.66,0.05,0,546.54,0.08,-4.77,0.00,24116.99,2.41,4
925,Entry short,2026-05-26 16:39,M1 scalp down,4509.84,1,4509.84,387.66,0.05,0,546.54,0.08,-4.77,0.00,24116.99,2.41,4
926,Exit short,2026-05-26 17:31,TSL,4498.99,1,4505.65,1058.13,0.15,0,1217.01,0.17,-306.63,-0.04,25175.11,2.52,29
926,Entry short,2026-05-26 17:02,M1 scalp down,4505.65,1,4505.65,1058.13,0.15,0,1217.01,0.17,-306.63,-0.04,25175.11,2.52,29
927,Exit short,2026-05-26 17:57,TSL,4494.18,1,4500.95,1075.6,0.15,0,1390.18,0.19,-55.61,-0.01,26250.72,2.63,5
927,Entry short,2026-05-26 17:52,M1 scalp down,4500.95,1,4500.95,1075.6,0.15,0,1390.18,0.19,-55.61,-0.01,26250.72,2.63,5
928,Exit short,2026-05-26 19:49,SL,4507.51,1,4503.62,-618.04,-0.09,0,79.44,0.01,-618.04,-0.09,25632.68,2.56,14
928,Entry short,2026-05-26 19:35,M1 scalp down,4503.62,1,4503.62,-618.04,-0.09,0,79.44,0.01,-618.04,-0.09,25632.68,2.56,14
929,Exit short,2026-05-26 20:53,TSL,4504.75,1,4508.38,576.73,0.08,0,735.61,0.10,-389.25,-0.05,26209.41,2.62,56
929,Entry short,2026-05-26 19:57,M1 scalp down,4508.38,1,4508.38,576.73,0.08,0,735.61,0.10,-389.25,-0.05,26209.41,2.62,56
930,Exit short,2026-05-27 17:02,TSL,4448.8,1,4452.13,530.44,0.07,0,745.48,0.11,-189.56,-0.03,26739.85,2.67,21
930,Entry short,2026-05-27 16:41,M1 scalp down,4452.13,1,4452.13,530.44,0.07,0,745.48,0.11,-189.56,-0.03,26739.85,2.67,21
931,Exit short,2026-05-27 17:10,TSL,4443.5,1,4451.66,1299.81,0.18,0,1459.11,0.21,0,0.00,28039.66,2.80,4
931,Entry short,2026-05-27 17:06,M1 scalp down,4451.66,1,4451.66,1299.81,0.18,0,1459.11,0.21,0,0.00,28039.66,2.80,4
932,Exit short,2026-05-27 18:01,TSL,4450.48,1,4453.59,495.4,0.07,0,654.69,0.09,-76.46,-0.01,28535.06,2.85,8
932,Entry short,2026-05-27 17:53,M1 scalp down,4453.59,1,4453.59,495.4,0.07,0,654.69,0.09,-76.46,-0.01,28535.06,2.85,8
933,Exit short,2026-05-27 19:59,TSL,4449.97,1,4452.78,447.61,0.06,0,632.39,0.09,-320.17,-0.05,28982.67,2.90,24
933,Entry short,2026-05-27 19:35,M1 scalp down,4452.78,1,4452.78,447.61,0.06,0,632.39,0.09,-320.17,-0.05,28982.67,2.90,24
934,Exit short,2026-05-27 20:15,SL,4456.7,1,4453.22,-554.33,-0.08,0,259.64,0.04,-554.33,-0.08,28428.33,2.84,13
934,Entry short,2026-05-27 20:02,M1 scalp down,4453.22,1,4453.22,-554.33,-0.08,0,259.64,0.04,-554.33,-0.08,28428.33,2.84,13
935,Exit short,2026-05-27 20:58,SL,4456.05,2,8907.5,-732.74,-0.05,0,60.53,0.00,-732.74,-0.05,27695.59,2.77,10
935,Entry short,2026-05-27 20:48,M1 scalp down,4453.75,2,8907.5,-732.74,-0.05,0,60.53,0.00,-732.74,-0.05,27695.59,2.77,10
936,Exit long,2026-05-28 20:02,SL,4496.21,1,4500,-604.5,-0.08,0,274.34,0.04,-604.5,-0.08,27091.1,2.71,26
936,Entry long,2026-05-28 19:36,M1 scalp up,4500,1,4500,-604.5,-0.08,0,274.34,0.04,-604.5,-0.08,27091.1,2.71,26
937,Exit long,2026-05-28 22:08,SL,4494.42,1,4497.42,-477.69,-0.07,0,240.44,0.03,-477.69,-0.07,26613.41,2.66,29
937,Entry long,2026-05-28 20:39,M1 scalp up,4497.42,1,4497.42,-477.69,-0.07,0,240.44,0.03,-477.69,-0.07,26613.41,2.66,29
938,Exit long,2026-05-29 19:49,SL,4548.84,1,4552.56,-592.34,-0.08,0,74.84,0.01,-592.34,-0.08,26021.07,2.60,6
938,Entry long,2026-05-29 19:43,M1 scalp up,4552.56,1,4552.56,-592.34,-0.08,0,74.84,0.01,-592.34,-0.08,26021.07,2.60,6
939,Exit long,2026-05-29 20:16,TSL,4548.16,1,4545.8,375.78,0.05,0,535.01,0.07,-484.06,-0.07,26396.85,2.64,19
939,Entry long,2026-05-29 19:57,M1 scalp up,4545.8,1,4545.8,375.78,0.05,0,535.01,0.07,-484.06,-0.07,26396.85,2.64,19
940,Exit long,2026-05-29 20:41,SL,4541.57,1,4545.24,-584.37,-0.08,0,41.4,0.01,-584.37,-0.08,25812.48,2.58,20
940,Entry long,2026-05-29 20:21,M1 scalp up,4545.24,1,4545.24,-584.37,-0.08,0,41.4,0.01,-584.37,-0.08,25812.48,2.58,20
941,Exit long,2026-05-31 22:00,SL,4524.71,1,4541.88,-2733.98,-0.38,0,199.04,0.03,-2733.98,-0.38,23078.5,2.31,11
941,Entry long,2026-05-29 20:49,M1 scalp up,4541.88,1,4541.88,-2733.98,-0.38,0,199.04,0.03,-2733.98,-0.38,23078.5,2.31,11
942,Exit short,2026-06-01 16:52,SL,4475.18,1,4470.38,-764.3,-0.11,0,17.52,0.00,-764.3,-0.11,22314.2,2.23,4
942,Entry short,2026-06-01 16:48,M1 scalp down,4470.38,1,4470.38,-764.3,-0.11,0,17.52,0.00,-764.3,-0.11,22314.2,2.23,4
943,Exit short,2026-06-01 17:29,SL,4480.53,1,4475.83,-748.38,-0.11,0,554.12,0.08,-748.38,-0.11,21565.81,2.16,9
943,Entry short,2026-06-01 17:20,M1 scalp down,4475.83,1,4475.83,-748.38,-0.11,0,554.12,0.08,-748.38,-0.11,21565.81,2.16,9
944,Exit short,2026-06-01 22:37,TSL,4481.45,1,4483.21,281,0.04,0,542.84,0.08,-546.03,-0.08,21846.81,2.18,94
944,Entry short,2026-06-01 20:03,M1 scalp down,4483.21,1,4483.21,281,0.04,0,542.84,0.08,-546.03,-0.08,21846.81,2.18,94
945,Exit short,2026-06-02 17:11,TSL,4487.81,1,4490.32,400.74,0.06,0,560.4,0.08,-424.69,-0.06,22247.56,2.22,24
945,Entry short,2026-06-02 16:47,M1 scalp down,4490.32,1,4490.32,400.74,0.06,0,560.4,0.08,-424.69,-0.06,22247.56,2.22,24
946,Exit short,2026-06-02 17:37,TSL,4483.5,1,4488.69,828.63,0.12,0,1004.25,0.14,-493.34,-0.07,23076.18,2.31,8
946,Entry short,2026-06-02 17:29,M1 scalp down,4488.69,1,4488.69,828.63,0.12,0,1004.25,0.14,-493.34,-0.07,23076.18,2.31,8
947,Exit short,2026-06-02 17:56,TSL,4483.62,1,4485.94,370.41,0.05,0,530.06,0.07,-108.57,-0.02,23446.59,2.34,6
947,Entry short,2026-06-02 17:50,M1 scalp down,4485.94,1,4485.94,370.41,0.05,0,530.06,0.07,-108.57,-0.02,23446.59,2.34,6
948,Exit short,2026-06-02 20:15,SL,4490.37,1,4487.2,-506.12,-0.07,0,249.07,0.03,-506.12,-0.07,22940.47,2.29,29
948,Entry short,2026-06-02 19:46,M1 scalp down,4487.2,1,4487.2,-506.12,-0.07,0,249.07,0.03,-506.12,-0.07,22940.47,2.29,29
949,Exit short,2026-06-02 20:47,TSL,4488.92,2,8980.86,482.17,0.03,0,641.83,0.04,-47.9,0.00,23422.64,2.34,16
949,Entry short,2026-06-02 20:31,M1 scalp down,4490.43,2,8980.86,482.17,0.03,0,641.83,0.04,-47.9,0.00,23422.64,2.34,16
950,Exit short,2026-06-02 22:06,TSL,4489.49,2,8980.36,220.67,0.02,0,821.93,0.06,-687.6,-0.05,23643.31,2.36,6
950,Entry short,2026-06-02 22:00,M1 scalp down,4490.18,2,8980.36,220.67,0.02,0,821.93,0.06,-687.6,-0.05,23643.31,2.36,6
951,Exit short,2026-06-03 17:14,TSL,4442.64,1,4445.28,422.16,0.06,0,582.07,0.08,-500.51,-0.07,24065.47,2.41,6
951,Entry short,2026-06-03 17:08,M1 scalp down,4445.28,1,4445.28,422.16,0.06,0,582.07,0.08,-500.51,-0.07,24065.47,2.41,6
952,Exit short,2026-06-03 17:51,TSL,4438.71,1,4440.73,323.01,0.05,0,482.92,0.07,-247.86,-0.03,24388.48,2.44,9
952,Entry short,2026-06-03 17:42,M1 scalp down,4440.73,1,4440.73,323.01,0.05,0,482.92,0.07,-247.86,-0.03,24388.48,2.44,9
953,Exit short,2026-06-03 19:48,TSL,4445.85,1,4448.81,473.33,0.07,0,633.24,0.09,-54.37,-0.01,24861.81,2.49,12
953,Entry short,2026-06-03 19:36,M1 scalp down,4448.81,1,4448.81,473.33,0.07,0,633.24,0.09,-54.37,-0.01,24861.81,2.49,12
954,Exit short,2026-06-03 20:34,TSL,4433.94,1,4439.96,962.65,0.14,0,1122.55,0.16,-6.4,0.00,25824.46,2.58,7
954,Entry short,2026-06-03 20:27,M1 scalp down,4439.96,1,4439.96,962.65,0.14,0,1122.55,0.16,-6.4,0.00,25824.46,2.58,7
955,Exit short,2026-06-03 20:51,TSL,4432.44,1,4434.27,292.63,0.04,0,668.42,0.09,-63.96,-0.01,26117.09,2.61,5
955,Entry short,2026-06-03 20:46,M1 scalp down,4434.27,1,4434.27,292.63,0.04,0,668.42,0.09,-63.96,-0.01,26117.09,2.61,5
956,Exit short,2026-06-03 22:00,SL,4438.14,1,4433.91,-677.07,-0.10,0,140.72,0.02,-677.07,-0.10,25440.02,2.54,5
956,Entry short,2026-06-03 20:55,M1 scalp down,4433.91,1,4433.91,-677.07,-0.10,0,140.72,0.02,-677.07,-0.10,25440.02,2.54,5
957,Exit long,2026-06-04 16:09,TSL,4480.98,1,4476.34,742.7,0.10,0,902.76,0.13,-153.66,-0.02,26182.72,2.62,4
957,Entry long,2026-06-04 16:05,M1 scalp up,4476.34,1,4476.34,742.7,0.10,0,902.76,0.13,-153.66,-0.02,26182.72,2.62,4
958,Exit long,2026-06-04 17:12,SL,4477.31,1,4482.22,-785.91,-0.11,0,286.51,0.04,-785.91,-0.11,25396.8,2.54,41
958,Entry long,2026-06-04 16:31,M1 scalp up,4482.22,1,4482.22,-785.91,-0.11,0,286.51,0.04,-785.91,-0.11,25396.8,2.54,41
959,Exit long,2026-06-04 17:28,TSL,4477.74,1,4474.73,481.79,0.07,0,664.27,0.09,-4.8,0.00,25878.59,2.59,5
959,Entry long,2026-06-04 17:23,M1 scalp up,4474.73,1,4474.73,481.79,0.07,0,664.27,0.09,-4.8,0.00,25878.59,2.59,5
960,Exit long,2026-06-04 17:52,TSL,4479.41,1,4476.96,392.16,0.05,0,552.22,0.08,-134.45,-0.02,26270.75,2.63,9
960,Entry long,2026-06-04 17:43,M1 scalp up,4476.96,1,4476.96,392.16,0.05,0,552.22,0.08,-134.45,-0.02,26270.75,2.63,9
961,Exit long,2026-06-04 19:59,TSL,4481.45,1,4478.46,478.59,0.07,0,638.66,0.09,-265.71,-0.04,26749.34,2.67,21
961,Entry long,2026-06-04 19:38,M1 scalp up,4478.46,1,4478.46,478.59,0.07,0,638.66,0.09,-265.71,-0.04,26749.34,2.67,21
962,Exit long,2026-06-04 20:30,SL,4475.99,1,4479.14,-504.2,-0.07,0,11.2,0.00,-504.2,-0.07,26245.14,2.62,19
962,Entry long,2026-06-04 20:11,M1 scalp up,4479.14,1,4479.14,-504.2,-0.07,0,11.2,0.00,-504.2,-0.07,26245.14,2.62,19
963,Exit long,2026-06-04 22:01,SL,4472.52,2,8949.9,-777.66,-0.05,0,252.9,0.02,-777.66,-0.05,25467.48,2.55,13
963,Entry long,2026-06-04 20:48,M1 scalp up,4474.95,2,8949.9,-777.66,-0.05,0,252.9,0.02,-777.66,-0.05,25467.48,2.55,13
964,Exit short,2026-06-08 18:02,SL,4342.93,1,4338.06,-780.56,-0.11,0,379.86,0.05,-780.56,-0.11,24686.92,2.47,8
964,Entry short,2026-06-08 17:54,M1 scalp down,4338.06,1,4338.06,-780.56,-0.11,0,379.86,0.05,-780.56,-0.11,24686.92,2.47,8
965,Exit short,2026-06-08 19:35,TSL,4327.32,1,4329.36,326.97,0.05,0,487.25,0.07,-134.64,-0.02,25013.89,2.50,3
965,Entry short,2026-06-08 19:32,M1 scalp down,4329.36,1,4329.36,326.97,0.05,0,487.25,0.07,-134.64,-0.02,25013.89,2.50,3
966,Exit short,2026-06-08 19:57,TSL,4324.6,1,4328.22,580.21,0.08,0,782.17,0.11,-294.92,-0.04,25594.1,2.56,6
966,Entry short,2026-06-08 19:51,M1 scalp down,4328.22,1,4328.22,580.21,0.08,0,782.17,0.11,-294.92,-0.04,25594.1,2.56,6
967,Exit short,2026-06-08 20:13,TSL,4327.46,1,4329.58,339.79,0.05,0,500.07,0.07,-35.26,-0.01,25933.9,2.59,8
967,Entry short,2026-06-08 20:05,M1 scalp down,4329.58,1,4329.58,339.79,0.05,0,500.07,0.07,-35.26,-0.01,25933.9,2.59,8
968,Exit short,2026-06-08 22:00,SL,4330.96,1,4327.33,-581.43,-0.08,0,351.01,0.05,-581.43,-0.08,25352.47,2.54,28
968,Entry short,2026-06-08 20:32,M1 scalp down,4327.33,1,4327.33,-581.43,-0.08,0,351.01,0.05,-581.43,-0.08,25352.47,2.54,28
969,Exit short,2026-06-09 22:01,TSL,4254.91,1,4259.74,774.49,0.11,0,995.77,0.15,-339.57,-0.05,26126.95,2.61,45
969,Entry short,2026-06-09 20:16,M1 scalp down,4259.74,1,4259.74,774.49,0.11,0,995.77,0.15,-339.57,-0.05,26126.95,2.61,45
970,Exit short,2026-06-10 22:03,TSL,4060.3,1,4070.37,1616.61,0.25,0,1777.14,0.27,-269.39,-0.04,27743.56,2.77,5
970,Entry short,2026-06-10 20:58,M1 scalp down,4070.37,1,4070.37,1616.61,0.25,0,1777.14,0.27,-269.39,-0.04,27743.56,2.77,5
971,Exit long,2026-06-12 20:51,TSL,4215.9,1,4212.7,511.58,0.08,0,677.84,0.10,-41.57,-0.01,28255.14,2.83,19
971,Entry long,2026-06-12 20:32,M1 scalp up,4212.7,1,4212.7,511.58,0.08,0,677.84,0.10,-41.57,-0.01,28255.14,2.83,19
972,Exit long,2026-06-15 20:12,SL,4316.54,1,4320.58,-647.18,-0.09,0,237.09,0.03,-647.18,-0.09,27607.96,2.76,36
972,Entry long,2026-06-15 19:36,M1 scalp up,4320.58,1,4320.58,-647.18,-0.09,0,237.09,0.03,-647.18,-0.09,27607.96,2.76,36
973,Exit long,2026-06-15 20:44,SL,4308.98,1,4313.24,-682.43,-0.10,0,192.23,0.03,-682.43,-0.10,26925.53,2.69,22
973,Entry long,2026-06-15 20:22,M1 scalp up,4313.24,1,4313.24,-682.43,-0.10,0,192.23,0.03,-682.43,-0.10,26925.53,2.69,22
974,Exit long,2026-06-15 22:01,TSL,4311.27,1,4308.2,492.18,0.07,0,702.2,0.10,-321.99,-0.05,27417.71,2.74,10
974,Entry long,2026-06-15 20:51,M1 scalp up,4308.2,1,4308.2,492.18,0.07,0,702.2,0.10,-321.99,-0.05,27417.71,2.74,10
975,Exit long,2026-06-16 17:14,SL,4334.69,1,4339.1,-707.01,-0.10,0,333.47,0.05,-707.01,-0.10,26710.7,2.67,8
975,Entry long,2026-06-16 17:06,M1 scalp up,4339.1,1,4339.1,-707.01,-0.10,0,333.47,0.05,-707.01,-0.10,26710.7,2.67,8
976,Exit long,2026-06-16 17:52,TSL,4338.84,1,4336.55,367.13,0.05,0,573.95,0.08,0,0.00,27077.84,2.71,3
976,Entry long,2026-06-16 17:49,M1 scalp up,4336.55,1,4336.55,367.13,0.05,0,573.95,0.08,0,0.00,27077.84,2.71,3
977,Exit long,2026-06-16 19:52,SL,4335.99,1,4339.13,-503.4,-0.07,0,97.8,0.01,-503.4,-0.07,26574.43,2.66,17
977,Entry long,2026-06-16 19:35,M1 scalp up,4339.13,1,4339.13,-503.4,-0.07,0,97.8,0.01,-503.4,-0.07,26574.43,2.66,17
978,Exit long,2026-06-16 20:42,TSL,4333.77,1,4331.76,322.24,0.05,0,482.56,0.07,-128.26,-0.02,26896.67,2.69,40
978,Entry long,2026-06-16 20:02,M1 scalp up,4331.76,1,4331.76,322.24,0.05,0,482.56,0.07,-128.26,-0.02,26896.67,2.69,40
979,Exit long,2026-06-16 22:01,TSL,4334.04,1,4330.93,498.76,0.07,0,747.34,0.11,-248.5,-0.04,27395.44,2.74,15
979,Entry long,2026-06-16 20:46,M1 scalp up,4330.93,1,4330.93,498.76,0.07,0,747.34,0.11,-248.5,-0.04,27395.44,2.74,15
980,Exit long,2026-06-17 16:40,SL,4359.12,1,4363.51,-704.04,-0.10,0,104.24,0.01,-704.04,-0.10,26691.4,2.67,8
980,Entry long,2026-06-17 16:32,M1 scalp up,4363.51,1,4363.51,-704.04,-0.10,0,104.24,0.01,-704.04,-0.10,26691.4,2.67,8
981,Exit long,2026-06-17 17:07,TSL,4358.66,1,4356.63,325.56,0.05,0,485.93,0.07,-197.26,-0.03,27016.96,2.70,5
981,Entry long,2026-06-17 17:02,M1 scalp up,4356.63,1,4356.63,325.56,0.05,0,485.93,0.07,-197.26,-0.03,27016.96,2.70,5
982,Exit short,2026-06-18 20:37,TSL,4215.15,1,4217.24,335.7,0.05,0,517.21,0.08,-382.29,-0.06,27352.66,2.74,24
982,Entry short,2026-06-18 20:13,M1 scalp down,4217.24,1,4217.24,335.7,0.05,0,517.21,0.08,-382.29,-0.06,27352.66,2.74,24
983,Exit short,2026-06-19 16:03,TSL,4148.16,1,4152.28,664.84,0.10,0,826.2,0.12,-209.78,-0.03,28017.49,2.80,14
983,Entry short,2026-06-19 15:49,M1 scalp down,4152.28,1,4152.28,664.84,0.10,0,826.2,0.12,-209.78,-0.03,28017.49,2.80,14
984,Exit short,2026-06-19 16:39,SL,4151.56,1,4147.6,-639.02,-0.10,0,192.03,0.03,-639.02,-0.10,27378.48,2.74,17
984,Entry short,2026-06-19 16:22,M1 scalp down,4147.6,1,4147.6,-639.02,-0.10,0,192.03,0.03,-639.02,-0.10,27378.48,2.74,17
985,Exit short,2026-06-19 16:48,SL,4156.47,1,4152.27,-677.75,-0.10,0,69.39,0.01,-677.75,-0.10,26700.73,2.67,2
985,Entry short,2026-06-19 16:46,M1 scalp down,4152.27,1,4152.27,-677.75,-0.10,0,69.39,0.01,-677.75,-0.10,26700.73,2.67,2
986,Exit short,2026-06-22 16:58,SL,4189.6,1,4184.77,-778.82,-0.12,0,87.07,0.01,-778.82,-0.12,25921.91,2.59,8
986,Entry short,2026-06-22 16:50,M1 scalp down,4184.77,1,4184.77,-778.82,-0.12,0,87.07,0.01,-778.82,-0.12,25921.91,2.59,8
987,Exit short,2026-06-22 17:30,TSL,4184.31,1,4189.41,822.35,0.12,0,983.6,0.15,-356.35,-0.05,26744.27,2.67,13
987,Entry short,2026-06-22 17:17,M1 scalp down,4189.41,1,4189.41,822.35,0.12,0,983.6,0.15,-356.35,-0.05,26744.27,2.67,13
988,Exit short,2026-06-22 18:15,SL,4187.01,1,4182.59,-712.71,-0.11,0,91.91,0.01,-712.71,-0.11,26031.56,2.60,20
988,Entry short,2026-06-22 17:55,M1 scalp down,4182.59,1,4182.59,-712.71,-0.11,0,91.91,0.01,-712.71,-0.11,26031.56,2.60,20
989,Exit short,2026-06-22 19:45,TSL,4185.33,1,4189.92,740.12,0.11,0,901.37,0.13,-54.82,-0.01,26771.68,2.68,7
989,Entry short,2026-06-22 19:38,M1 scalp down,4189.92,1,4189.92,740.12,0.11,0,901.37,0.13,-54.82,-0.01,26771.68,2.68,7
990,Exit short,2026-06-22 19:58,SL,4191.22,1,4187.51,-598.22,-0.09,0,219.29,0.03,-598.22,-0.09,26173.46,2.62,4
990,Entry short,2026-06-22 19:54,M1 scalp down,4187.51,1,4187.51,-598.22,-0.09,0,219.29,0.03,-598.22,-0.09,26173.46,2.62,4
991,Exit short,2026-06-22 22:31,SL,4193.93,1,4191.1,-457.22,-0.07,0,288.63,0.04,-457.22,-0.07,25716.24,2.57,63
991,Entry short,2026-06-22 20:28,M1 scalp down,4191.1,1,4191.1,-457.22,-0.07,0,288.63,0.04,-457.22,-0.07,25716.24,2.57,63
992,Exit short,2026-06-23 16:58,TSL,4133.49,1,4140.16,1077.61,0.16,0,1273.1,0.19,-602.62,-0.09,26793.85,2.68,25
992,Entry short,2026-06-23 16:33,M1 scalp down,4140.16,1,4140.16,1077.61,0.16,0,1273.1,0.19,-602.62,-0.09,26793.85,2.68,25
993,Exit short,2026-06-23 18:05,TSL,4127.52,1,4130.63,502.45,0.08,0,664.02,0.10,-408.75,-0.06,27296.31,2.73,22
993,Entry short,2026-06-23 17:43,M1 scalp down,4130.63,1,4130.63,502.45,0.08,0,664.02,0.10,-408.75,-0.06,27296.31,2.73,22
994,Exit short,2026-06-23 19:49,TSL,4118.87,1,4122.95,659.17,0.10,0,830.42,0.12,-226.19,-0.03,27955.48,2.80,16
994,Entry short,2026-06-23 19:33,M1 scalp down,4122.95,1,4122.95,659.17,0.10,0,830.42,0.12,-226.19,-0.03,27955.48,2.80,16
995,Exit short,2026-06-23 22:15,SL,4114.18,1,4110.39,-612.34,-0.09,0,318.28,0.05,-612.34,-0.09,27343.13,2.73,46
995,Entry short,2026-06-23 20:29,M1 scalp down,4110.39,1,4110.39,-612.34,-0.09,0,318.28,0.05,-612.34,-0.09,27343.13,2.73,46
996,Exit short,2026-06-24 22:00,SL,4005.81,1,4000.98,-781.38,-0.12,0,369.99,0.06,-781.38,-0.12,26561.75,2.66,2
996,Entry short,2026-06-24 20:58,M1 scalp down,4000.98,1,4000.98,-781.38,-0.12,0,369.99,0.06,-781.38,-0.12,26561.75,2.66,2
997,Exit short,2026-06-25 20:36,TSL,4027.17,1,4030.17,485.33,0.07,0,647.11,0.10,-105.16,-0.02,27047.08,2.70,14
997,Entry short,2026-06-25 20:22,M1 scalp down,4030.17,1,4030.17,485.33,0.07,0,647.11,0.10,-105.16,-0.02,27047.08,2.70,14
998,Exit short,2026-06-25 22:00,SL,4028.95,1,4025.97,-482.11,-0.07,0,40.44,0.01,-482.11,-0.07,26564.97,2.66,3
998,Entry short,2026-06-25 20:57,M1 scalp down,4025.97,1,4025.97,-482.11,-0.07,0,40.44,0.01,-482.11,-0.07,26564.97,2.66,3
999,Exit long,2026-06-26 17:31,SL,4077.66,1,4082.58,-795.96,-0.12,0,412.54,0.06,-795.96,-0.12,25769.01,2.58,17
999,Entry long,2026-06-26 17:14,M1 scalp up,4082.58,1,4082.58,-795.96,-0.12,0,412.54,0.06,-795.96,-0.12,25769.01,2.58,17
1000,Exit long,2026-06-26 18:10,TSL,4077.42,1,4074.77,428.72,0.07,0,661.68,0.10,-389.89,-0.06,26197.73,2.62,21
1000,Entry long,2026-06-26 17:49,M1 scalp up,4074.77,1,4074.77,428.72,0.07,0,661.68,0.10,-389.89,-0.06,26197.73,2.62,21
1001,Exit long,2026-06-26 19:51,TSL,4070.61,1,4067.39,520.93,0.08,0,682.72,0.10,-64.71,-0.01,26718.66,2.67,5
1001,Entry long,2026-06-26 19:46,M1 scalp up,4067.39,1,4067.39,520.93,0.08,0,682.72,0.10,-64.71,-0.01,26718.66,2.67,5
1002,Exit long,2026-06-26 20:09,SL,4067.55,1,4071.56,-648.74,-0.10,0,6.47,0.00,-648.74,-0.10,26069.92,2.61,4
1002,Entry long,2026-06-26 20:05,M1 scalp up,4071.56,1,4071.56,-648.74,-0.10,0,6.47,0.00,-648.74,-0.10,26069.92,2.61,4
1003,Exit long,2026-06-26 20:47,TSL,4072.84,1,4068.2,750.66,0.11,0,912.44,0.14,-213.55,-0.03,26820.59,2.68,14
1003,Entry long,2026-06-26 20:33,M1 scalp up,4068.2,1,4068.2,750.66,0.11,0,912.44,0.14,-213.55,-0.03,26820.59,2.68,14
1004,Exit short,2026-06-29 16:49,SL,4025.97,1,4021.91,-656.47,-0.10,0,0,0.00,-656.47,-0.10,26164.12,2.62,2
1004,Entry short,2026-06-29 16:47,M1 scalp down,4021.91,1,4021.91,-656.47,-0.10,0,0,0.00,-656.47,-0.10,26164.12,2.62,2
1005,Exit short,2026-06-29 17:27,TSL,4024.22,1,4028.15,635.45,0.10,0,797.14,0.12,-640.3,-0.10,26799.57,2.68,21
1005,Entry short,2026-06-29 17:06,M1 scalp down,4028.15,1,4028.15,635.45,0.10,0,797.14,0.12,-640.3,-0.10,26799.57,2.68,21
1006,Exit short,2026-06-29 17:48,TSL,4021.85,1,4024.41,413.93,0.06,0,575.62,0.09,-12.94,0.00,27213.5,2.72,5
1006,Entry short,2026-06-29 17:43,M1 scalp down,4024.41,1,4024.41,413.93,0.06,0,575.62,0.09,-12.94,0.00,27213.5,2.72,5
1007,Exit short,2026-06-29 22:01,SL,4019.22,1,4015.36,-625.04,-0.10,0,399.38,0.06,-625.04,-0.10,26588.45,2.66,58
1007,Entry short,2026-06-29 20:03,M1 scalp down,4015.36,1,4015.36,-625.04,-0.10,0,399.38,0.06,-625.04,-0.10,26588.45,2.66,58
1008,Exit long,2026-06-30 16:44,TSL,4030.87,1,4028.46,390.25,0.06,0,594.28,0.09,-182.98,-0.03,26978.7,2.70,16
1008,Entry long,2026-06-30 16:28,M1 scalp up,4028.46,1,4028.46,390.25,0.06,0,594.28,0.09,-182.98,-0.03,26978.7,2.70,16
1009,Exit long,2026-06-30 17:05,SL,4024.42,1,4028.8,-709.24,-0.11,0,124.68,0.02,-709.24,-0.11,26269.46,2.63,9
1009,Entry long,2026-06-30 16:56,M1 scalp up,4028.8,1,4028.8,-709.24,-0.11,0,124.68,0.02,-709.24,-0.11,26269.46,2.63,9
1010,Exit short,2026-06-30 19:54,TSL,4016.91,1,4022.66,931.09,0.14,0,1093.01,0.17,-4.86,0.00,27200.54,2.72,12
1010,Entry short,2026-06-30 19:42,M1 scalp down,4022.66,1,4022.66,931.09,0.14,0,1093.01,0.17,-4.86,0.00,27200.54,2.72,12
1011,Exit short,2026-06-30 20:27,TSL,4014.58,1,4017.99,552.17,0.08,0,714.1,0.11,-503.6,-0.08,27752.72,2.78,23
1011,Entry short,2026-06-30 20:04,M1 scalp down,4017.99,1,4017.99,552.17,0.08,0,714.1,0.11,-503.6,-0.08,27752.72,2.78,23
1012,Exit short,2026-06-30 20:56,TSL,4008.3,2,8022.48,952.14,0.07,0,1114.06,0.09,-25.91,0.00,28704.85,2.87,4
